City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Arrecife,ES,2022-05-22 23:56:16,28.963,-13.5477,67.98,77,40,16.11,scattered clouds
262,Mamou,GN,2022-05-22 23:56:17,10.5,-12.0,69.15,95,43,2.8,light rain
263,Olafsvik,IS,2022-05-22 23:56:17,64.8945,-23.7142,43.2,67,0,12.48,clear sky
264,Alamosa,US,2022-05-22 23:56:18,37.4695,-105.87,60.94,33,99,21.63,overcast clouds
265,Svetlogorsk,BY,2022-05-22 23:56:18,52.6333,29.7333,43.27,90,97,6.31,overcast clouds
266,Gyor,HU,2022-05-22 23:51:44,47.6833,17.6351,55.94,82,0,2.3,clear sky
267,Baijiantan,CN,2022-05-22 23:56:19,45.6333,85.1833,70.54,37,100,27.94,overcast clouds
268,Port Elizabeth,ZA,2022-05-22 23:53:05,-33.918,25.5701,53.89,87,0,3.44,clear sky
269,Poum,NC,2022-05-22 23:56:19,-20.2333,164.0167,79.18,80,3,11.83,clear sky
270,Pevek,RU,2022-05-22 23:56:20,69.7008,170.3133,35.73,90,39,8.59,scattered clouds
271,Saint Anthony,US,2022-05-22 23:56:20,45.0205,-93.218,58.78,39,96,3.0,overcast clouds
272,Longyearbyen,SJ,2022-05-22 23:56:20,78.2186,15.6401,35.44,87,75,2.3,broken clouds
273,Lalsot,IN,2022-05-22 23:56:21,26.5667,76.3333,85.91,42,4,7.78,clear sky
274,Chodavaram,IN,2022-05-22 23:56:21,17.8333,82.95,80.44,70,20,3.38,few clouds
275,Alyangula,AU,2022-05-22 23:56:22,-13.8483,136.4192,83.28,63,84,15.03,broken clouds
276,Zhezkazgan,KZ,2022-05-22 23:56:22,47.8043,67.7144,48.74,28,5,9.84,clear sky
277,Umea,SE,2022-05-22 23:52:27,63.8284,20.2597,42.91,93,95,2.3,fog
278,Vardo,NO,2022-05-22 23:57:23,70.3705,31.1107,37.38,93,100,17.27,overcast clouds
279,Matara,LK,2022-05-22 23:57:23,5.9485,80.5353,78.53,91,56,11.16,broken clouds
280,Roald,NO,2022-05-22 23:57:24,62.5833,6.1333,56.32,93,20,4.61,few clouds
281,Krasnogorsk,RU,2022-05-22 23:57:24,55.8225,37.3181,35.96,69,0,6.71,clear sky
282,Mancio Lima,BR,2022-05-22 23:57:25,-7.6142,-72.8958,78.87,83,40,3.44,scattered clouds
283,Saint George,US,2022-05-22 23:57:25,37.1041,-113.5841,87.64,9,94,7.0,overcast clouds
284,Sao Bernardo,BR,2022-05-22 23:57:26,-3.3614,-42.4178,74.1,95,66,1.28,broken clouds
285,Kupang,ID,2022-05-22 23:57:26,-10.1667,123.5833,81.95,69,58,13.22,broken clouds
286,High Level,CA,2022-05-22 23:57:26,58.5169,-117.136,56.91,36,88,5.28,overcast clouds
287,Kalmunai,LK,2022-05-22 23:54:11,7.4167,81.8167,79.09,76,24,4.23,few clouds
288,San Cristobal,VE,2022-05-22 23:57:27,7.7669,-72.225,77.18,76,2,2.84,clear sky
289,Bintulu,MY,2022-05-22 23:57:27,3.1667,113.0333,75.61,100,20,3.44,few clouds
290,Walvis Bay,NA,2022-05-22 23:57:28,-22.9575,14.5053,65.35,32,4,11.5,clear sky
291,Chamrajnagar,IN,2022-05-22 23:57:28,11.9167,76.95,67.3,94,87,2.93,overcast clouds
292,Puerto Baquerizo Moreno,EC,2022-05-22 23:57:29,-0.9,-89.6,72.61,86,90,9.28,overcast clouds
293,Lyubech,UA,2022-05-22 23:57:29,51.7026,30.6569,43.25,94,94,5.55,overcast clouds
294,Venafro,IT,2022-05-22 23:57:30,41.4834,14.0451,69.24,80,7,0.51,clear sky
295,Colares,PT,2022-05-22 23:57:30,38.7992,-9.4469,64.29,76,82,25.01,broken clouds
296,Severo-Kurilsk,RU,2022-05-22 23:57:31,50.6789,156.125,41.09,97,100,16.33,overcast clouds
297,Kazachinskoye,RU,2022-05-22 23:57:31,57.6953,93.2761,54.48,64,13,5.41,few clouds
298,Hilo,US,2022-05-22 23:57:31,19.7297,-155.09,86.29,62,29,7.0,scattered clouds
299,Guanica,PR,2022-05-22 23:57:32,17.9716,-66.908,81.12,82,100,5.03,overcast clouds
300,Rudbar,AF,2022-05-22 23:57:32,30.15,62.6,67.15,28,0,13.6,clear sky
301,Akdepe,TM,2022-05-22 23:57:33,42.0551,59.3788,60.89,46,0,12.08,clear sky
302,Ruteng,ID,2022-05-22 23:57:33,-8.6136,120.4721,66.87,81,29,1.43,scattered clouds
303,Uglegorsk,RU,2022-05-22 23:57:33,49.0833,142.0333,42.84,89,98,8.68,overcast clouds
304,Astana,KZ,2022-05-22 23:56:50,51.1801,71.446,39.15,81,0,13.42,clear sky
305,Garden City,US,2022-05-22 23:53:11,42.3256,-83.331,62.51,52,100,3.0,overcast clouds
306,Kaduqli,SD,2022-05-22 23:57:34,11.0167,29.7167,83.77,24,95,4.03,overcast clouds
307,Yulara,AU,2022-05-22 23:57:35,-25.2406,130.9889,62.08,40,98,9.37,overcast clouds
308,Bageshwar,IN,2022-05-22 23:57:35,29.85,79.7667,60.51,68,4,2.77,clear sky
309,Sucre,BO,2022-05-22 23:53:42,-19.0333,-65.2627,53.83,54,2,3.38,clear sky
310,Tutoia,BR,2022-05-22 23:57:35,-2.7619,-42.2744,76.91,85,86,3.24,overcast clouds
311,Evensk,RU,2022-05-22 23:57:36,61.95,159.2333,41.31,81,99,4.03,overcast clouds
312,Alta Floresta,BR,2022-05-22 23:53:32,-9.8756,-56.0861,70.18,64,2,3.33,clear sky
313,Touros,BR,2022-05-22 23:57:36,-5.1989,-35.4608,75.7,91,20,12.75,few clouds
314,Whitehorse,CA,2022-05-22 23:57:37,60.7161,-135.0538,63.37,16,75,8.05,broken clouds
315,Taoudenni,ML,2022-05-22 23:54:28,22.6783,-3.9836,90.43,10,0,9.84,clear sky
316,Zhigansk,RU,2022-05-22 23:53:50,66.7697,123.3711,45.72,51,60,2.75,broken clouds
317,Seabra,BR,2022-05-22 23:57:38,-12.4186,-41.7703,70.11,50,91,7.85,overcast clouds
318,Adrar,MR,2022-05-22 23:52:41,20.5022,-10.0711,90.95,15,76,7.0,broken clouds
319,Conceicao Da Barra,BR,2022-05-22 23:57:38,-18.5933,-39.7322,68.27,75,17,3.51,few clouds
320,Araouane,ML,2022-05-22 23:57:38,18.9048,-3.5265,86.67,13,0,5.48,clear sky
321,Anchorage,US,2022-05-22 23:56:15,61.2181,-149.9003,69.01,28,0,20.71,clear sky
322,Nyurba,RU,2022-05-22 23:57:39,63.2842,118.3319,58.37,54,81,3.96,broken clouds
323,Malaya Purga,RU,2022-05-22 23:58:39,56.5567,53.0043,30.52,89,69,4.45,broken clouds
324,Batsfjord,NO,2022-05-22 23:58:40,70.6345,29.7185,39.13,93,100,5.75,overcast clouds
325,Ramhormoz,IR,2022-05-22 23:58:40,31.28,49.6035,86.83,9,0,6.26,clear sky
326,Taltal,CL,2022-05-22 23:58:41,-25.4,-70.4833,64.06,67,12,6.26,few clouds
327,Sokna,NO,2022-05-22 23:58:41,60.24,9.9235,52.14,97,94,1.95,overcast clouds
328,Pakenham,AU,2022-05-22 23:58:41,-38.0667,145.4833,53.15,94,0,1.01,clear sky
329,Juneau,US,2022-05-22 23:58:42,58.3019,-134.4197,59.11,100,64,3.0,broken clouds
330,Saint-Denis,FR,2022-05-22 23:58:42,48.9167,2.3333,64.18,76,0,10.36,clear sky
331,Lubao,PH,2022-05-22 23:58:42,14.9167,120.55,80.31,78,99,2.89,overcast clouds
332,Pandan,PH,2022-05-22 23:58:43,14.0453,124.1694,82.81,78,100,5.95,overcast clouds
333,Tshela,CD,2022-05-22 23:58:43,-4.9833,12.9333,67.55,97,67,0.31,broken clouds
334,Upernavik,GL,2022-05-22 23:58:44,72.7868,-56.1549,31.48,85,100,24.58,overcast clouds
335,Shelburne,CA,2022-05-22 23:58:44,44.0787,-80.2041,50.76,79,97,12.82,overcast clouds
336,Temerloh,MY,2022-05-22 23:58:44,3.4483,102.4176,76.84,90,92,0.81,overcast clouds
337,Pizarro,CO,2022-05-22 23:58:45,4.9533,-77.366,79.36,87,92,6.49,moderate rain
338,San Angelo,US,2022-05-22 23:54:07,31.4638,-100.437,81.9,36,5,1.99,clear sky
339,Mandalgovi,MN,2022-05-22 23:58:45,45.7625,106.2708,62.74,24,26,2.44,scattered clouds
340,Medzilaborce,SK,2022-05-22 23:58:46,49.2719,21.9007,50.45,94,30,3.53,scattered clouds
341,Katima Mulilo,NA,2022-05-22 23:58:46,-17.5,24.2667,48.38,51,0,4.99,clear sky
342,Majene,ID,2022-05-22 23:58:47,-3.5403,118.9707,80.28,82,86,8.19,overcast clouds
343,Chebsara,RU,2022-05-22 23:58:47,59.2002,38.8356,29.05,82,80,6.58,broken clouds
344,Los Llanos De Aridane,ES,2022-05-22 23:58:47,28.6585,-17.9182,65.95,89,100,11.5,overcast clouds
345,Atar,MR,2022-05-22 23:58:48,20.5169,-13.0499,88.45,19,44,4.0,scattered clouds
346,Kieta,PG,2022-05-22 23:58:48,-6.2167,155.6333,85.21,63,36,3.65,scattered clouds
347,College,US,2022-05-22 23:57:28,64.8569,-147.8028,67.28,26,0,9.22,clear sky
348,Tura,IN,2022-05-22 23:58:49,25.5198,90.2201,70.7,96,90,5.84,overcast clouds
349,Crotone,IT,2022-05-22 23:58:49,39.0851,17.1178,72.19,71,9,3.71,clear sky
350,Uptar,RU,2022-05-22 23:58:50,59.75,150.9167,34.83,95,100,22.17,overcast clouds
351,Innisfail,AU,2022-05-22 23:58:50,-17.5333,146.0333,75.02,80,83,7.78,broken clouds
352,Ambilobe,MG,2022-05-22 23:58:50,-13.2,49.05,71.76,75,81,4.41,broken clouds
353,Weston,US,2022-05-22 23:57:55,26.1004,-80.3998,83.01,78,81,8.01,broken clouds
354,Faanui,PF,2022-05-22 23:58:51,-16.4833,-151.75,81.07,69,10,14.41,clear sky
355,Shenzhen,CN,2022-05-22 23:58:51,22.5455,114.0683,76.86,93,98,9.13,overcast clouds
356,Muhos,FI,2022-05-22 23:58:52,64.808,25.9931,44.38,64,52,4.32,broken clouds
357,Paranaiba,BR,2022-05-22 23:58:52,-19.6772,-51.1908,63.05,41,0,5.12,clear sky
358,Kimbe,PG,2022-05-22 23:58:52,-5.5502,150.1429,88.23,61,35,0.49,scattered clouds
359,Yatou,CN,2022-05-22 23:58:53,37.15,122.3833,73.69,49,76,10.78,broken clouds
360,Klyuchi,RU,2022-05-22 23:58:53,52.2667,79.1667,52.12,44,80,5.99,broken clouds
361,Nuevo Progreso,MX,2022-05-22 23:58:54,23.1667,-97.95,85.53,66,13,8.99,few clouds
362,Riachao,BR,2022-05-22 23:58:54,-7.3619,-46.6172,77.67,62,76,0.47,broken clouds
363,Najran,SA,2022-05-22 23:58:54,17.4924,44.1277,75.85,14,1,1.99,clear sky
364,Camacha,PT,2022-05-22 23:58:55,33.0833,-16.3333,63.82,68,40,9.22,scattered clouds
365,Harbour Breton,CA,2022-05-22 23:58:55,47.4833,-55.7983,46.83,94,89,6.15,overcast clouds
366,Kikwit,CD,2022-05-22 23:58:55,-5.041,18.8162,71.15,90,78,1.39,light rain
367,Boa Vista,BR,2022-05-22 23:58:41,2.8197,-60.6733,75.18,88,75,1.14,broken clouds
368,General Roca,AR,2022-05-22 23:58:56,-39.0333,-67.5833,54.63,51,100,18.5,overcast clouds
369,Victoria,HK,2022-05-22 23:57:01,22.2855,114.1577,76.96,93,96,13.0,overcast clouds
370,Blora,ID,2022-05-22 23:58:57,-6.9698,111.4186,76.39,90,52,5.46,broken clouds
371,El Paujil,CO,2022-05-22 23:58:57,1.5701,-75.3286,73.54,88,27,1.79,scattered clouds
372,Iquique,CL,2022-05-22 23:57:12,-20.2208,-70.1431,63.93,78,41,4.0,scattered clouds
373,Krasnoselkup,RU,2022-05-22 23:59:58,65.7,82.4667,54.01,68,33,12.82,scattered clouds
374,Krasnyy Yar,RU,2022-05-22 23:59:58,46.5331,48.3456,57.13,82,28,5.95,scattered clouds
375,Bilma,NE,2022-05-22 23:59:58,18.6853,12.9164,85.35,12,75,5.86,broken clouds
376,Senovo,SI,2022-05-22 23:59:59,46.0236,15.4769,66.72,64,100,9.22,overcast clouds
377,Eregli,TR,2022-05-22 23:59:59,37.5133,34.0467,55.17,73,88,5.93,overcast clouds
378,Mehran,IR,2022-05-23 00:00:00,33.1222,46.1646,85.44,11,3,3.65,clear sky
379,Carutapera,BR,2022-05-23 00:00:00,-1.195,-46.02,74.64,92,49,4.34,scattered clouds
380,Kamenka,RU,2022-05-23 00:00:01,51.3223,42.7678,44.1,95,95,10.85,light rain
381,Dubrovnik,HR,2022-05-23 00:00:05,42.6481,18.0922,62.24,94,0,5.75,clear sky
382,Quatre Cocos,MU,2022-05-23 00:00:08,-20.2078,57.7625,71.1,71,16,13.04,few clouds
383,Bedi,IN,2022-05-23 00:00:10,22.5,70.05,83.14,73,37,22.37,scattered clouds
384,Ilhabela,BR,2022-05-23 00:00:12,-23.7781,-45.3581,64.8,83,5,4.16,clear sky
385,Ploiesti,RO,2022-05-23 00:00:12,44.95,26.0167,61.43,67,91,0.72,overcast clouds
386,Fez,MA,2022-05-23 00:00:14,34.0372,-4.9998,62.85,82,0,4.61,clear sky
387,San Quintin,MX,2022-05-23 00:00:15,30.4833,-115.95,64.83,62,0,13.22,clear sky
388,Ha Tinh,VN,2022-05-23 00:00:16,18.3333,105.9,78.93,86,100,3.69,overcast clouds
389,Bongandanga,CD,2022-05-23 00:00:17,1.5,21.05,71.06,97,93,1.74,overcast clouds
390,Ilva Mare,RO,2022-05-23 00:00:17,47.3667,24.9,42.48,94,92,2.15,overcast clouds
391,Pouebo,NC,2022-05-23 00:00:18,-20.4,164.5667,81.18,70,20,10.0,few clouds
392,Portland,US,2022-05-22 23:59:28,45.5234,-122.6762,74.95,33,100,1.99,overcast clouds
393,Stornoway,GB,2022-05-23 00:00:19,58.2093,-6.3865,48.92,97,75,5.75,light rain
394,Borogontsy,RU,2022-05-23 00:00:20,62.6683,131.1683,53.62,45,18,6.11,few clouds
395,Okha,RU,2022-05-23 00:00:21,53.5739,142.9478,35.13,83,100,5.61,overcast clouds
396,Sonoita,MX,2022-05-23 00:00:21,31.85,-112.8333,86.56,12,3,18.48,clear sky
397,Parker,US,2022-05-23 00:00:22,32.7668,-97.8003,69.15,64,47,5.99,scattered clouds
398,Ketchikan,US,2022-05-23 00:00:22,55.3422,-131.6461,53.98,71,100,9.73,overcast clouds
399,Avera,US,2022-05-23 00:00:23,33.194,-82.5271,82.45,50,100,6.91,overcast clouds
400,Waipawa,NZ,2022-05-23 00:00:24,-41.4122,175.5153,53.55,57,65,7.07,broken clouds
401,Imbituba,BR,2022-05-23 00:00:24,-28.24,-48.6703,63.86,99,100,5.75,overcast clouds
402,Toledo,ES,2022-05-23 00:00:25,39.8333,-4.0,59.09,80,2,8.21,clear sky
403,Ikwiriri,TZ,2022-05-23 00:00:25,-7.9562,38.9716,67.82,95,28,2.21,scattered clouds
404,Nouakchott,MR,2022-05-23 00:00:26,18.0858,-15.9785,64.33,91,0,14.92,clear sky
405,Dhidhdhoo,MV,2022-05-23 00:00:26,6.8833,73.1,83.28,78,89,18.03,overcast clouds
406,Bathsheba,BB,2022-05-23 00:00:27,13.2167,-59.5167,79.5,78,100,12.1,overcast clouds
407,Itarema,BR,2022-05-23 00:00:27,-2.9248,-39.9167,75.94,87,25,8.01,scattered clouds
408,Sao Joao Do Piaui,BR,2022-05-23 00:00:28,-8.3581,-42.2467,76.8,54,62,3.98,broken clouds
409,El Tigre,VE,2022-05-23 00:00:28,8.8875,-64.2454,79.65,62,95,9.13,overcast clouds
410,Hambantota,LK,2022-05-23 00:00:29,6.1241,81.1185,79.0,84,93,15.35,overcast clouds
411,Koumac,NC,2022-05-23 00:00:29,-20.5667,164.2833,80.89,73,13,10.47,few clouds
412,Harper,LR,2022-05-23 00:00:30,4.375,-7.7169,75.61,92,100,10.13,light rain
413,Manzhouli,CN,2022-05-23 00:00:30,49.6,117.4333,64.53,39,97,20.78,overcast clouds
414,Labuhan,ID,2022-05-23 00:00:31,-6.8844,112.2051,79.83,83,92,10.58,overcast clouds
415,High Rock,BS,2022-05-23 00:00:31,26.6208,-78.2833,79.38,76,92,13.58,overcast clouds
416,Esperance,AU,2022-05-23 00:00:22,-33.8667,121.9,62.71,77,12,12.28,few clouds
417,Mathathane,BW,2022-05-23 00:01:32,-22.2687,28.7495,54.14,54,0,8.63,clear sky
418,Pamplona,ES,2022-05-23 00:01:32,42.8169,-1.6432,63.99,77,100,12.66,overcast clouds
419,Egvekinot,RU,2022-05-23 00:01:33,66.3167,-179.1667,49.01,45,97,1.14,overcast clouds
420,Mount Gambier,AU,2022-05-23 00:01:33,-37.8333,140.7667,55.13,62,0,4.92,clear sky
421,Lavrentiya,RU,2022-05-23 00:01:34,65.5833,-171.0,40.46,80,100,5.88,overcast clouds
422,Guozhen,CN,2022-05-23 00:01:34,34.3659,107.359,73.45,54,3,0.27,clear sky
423,Ashland,US,2022-05-23 00:00:24,40.8167,-82.2665,63.27,72,96,2.75,overcast clouds
424,Totma,RU,2022-05-23 00:01:35,59.9747,42.7642,31.17,86,100,9.15,light snow
425,Horsham,GB,2022-05-23 00:01:35,51.064,-0.3272,58.01,81,0,3.44,clear sky
426,Horta,PT,2022-05-23 00:01:35,38.5333,-28.6333,63.52,96,100,4.38,light rain
427,Natal,BR,2022-05-23 00:00:48,-5.795,-35.2094,75.43,89,21,11.45,few clouds
428,Mahibadhoo,MV,2022-05-23 00:01:36,3.7833,72.9667,83.19,74,70,12.39,broken clouds
429,Brae,GB,2022-05-23 00:01:36,60.3964,-1.353,50.65,98,100,10.83,light rain
430,Thinadhoo,MV,2022-05-23 00:01:37,0.5333,72.9333,83.21,76,62,13.27,broken clouds
431,Katsuura,JP,2022-05-22 23:58:19,35.1333,140.3,67.17,84,27,4.12,scattered clouds
432,Bowen,AU,2022-05-22 23:56:55,-20.0167,148.2333,74.34,69,99,10.87,overcast clouds
433,Mnogovershinnyy,RU,2022-05-23 00:01:38,53.9353,139.9242,35.98,80,99,4.07,overcast clouds
434,Opuwo,NA,2022-05-23 00:01:38,-18.0607,13.84,54.07,24,2,5.19,clear sky
435,Mahabad,IR,2022-05-23 00:01:38,36.7631,45.7222,61.18,33,50,7.14,scattered clouds
436,Micheweni,TZ,2022-05-23 00:01:39,-4.9667,39.8333,78.28,79,100,11.83,overcast clouds
437,Kibala,TD,2022-05-23 00:01:39,9.1104,18.3463,84.94,40,93,3.49,overcast clouds
438,Kavaratti,IN,2022-05-23 00:01:40,10.5669,72.642,82.78,80,98,18.95,overcast clouds
439,Vrangel,RU,2022-05-23 00:01:40,42.7297,133.0839,55.29,77,30,11.39,scattered clouds
440,Saint-Pierre,RE,2022-05-22 23:58:46,-21.3393,55.4781,67.68,60,0,6.91,clear sky
441,Heilbron,ZA,2022-05-23 00:01:41,-27.2812,27.9709,45.1,87,4,4.38,clear sky
442,Sambava,MG,2022-05-23 00:01:41,-14.2667,50.1667,71.11,86,32,9.62,light rain
443,Ponta Delgada,PT,2022-05-23 00:01:42,37.7333,-25.6667,67.5,100,75,2.3,broken clouds
444,Porto Novo,BJ,2022-05-23 00:00:33,6.4965,2.6036,76.71,87,73,2.95,broken clouds
445,Juliaca,PE,2022-05-23 00:01:42,-15.5,-70.1333,40.51,30,16,4.94,few clouds
446,Kyabe,TD,2022-05-23 00:01:43,9.4515,18.9449,86.52,42,54,3.91,broken clouds
447,Puerto Colombia,CO,2022-05-22 23:58:09,10.9878,-74.9547,82.49,86,19,20.69,few clouds
448,Upington,ZA,2022-05-23 00:01:44,-28.4478,21.2561,56.64,61,84,5.28,broken clouds
449,Severomorsk,RU,2022-05-23 00:01:44,69.0689,33.4162,36.0,67,98,7.31,overcast clouds
450,Jardim,BR,2022-05-23 00:01:45,-21.4803,-56.1381,64.2,49,98,3.0,light rain
451,Cabedelo,BR,2022-05-23 00:01:46,-6.9811,-34.8339,75.87,84,28,14.25,scattered clouds
452,Trairi,BR,2022-05-22 23:57:10,-3.2778,-39.2689,74.35,92,14,5.35,few clouds
453,Killam,CA,2022-05-23 00:01:46,52.7834,-111.8518,60.91,32,92,9.19,overcast clouds
454,Menomonie,US,2022-05-23 00:01:47,44.8755,-91.9193,56.28,66,87,3.78,overcast clouds
455,Port-Cartier,CA,2022-05-23 00:01:47,50.0334,-66.8654,52.02,93,98,8.32,light rain
456,Bouar,CF,2022-05-23 00:01:48,5.934,15.596,65.41,96,78,2.55,broken clouds
457,Inhambane,MZ,2022-05-23 00:01:48,-23.865,35.3833,68.09,95,96,2.64,moderate rain
458,Osmena,PH,2022-05-23 00:01:49,10.5208,119.9258,81.12,82,100,11.23,overcast clouds
459,Coihaique,CL,2022-05-22 23:59:58,-45.5752,-72.0662,35.55,87,100,10.36,overcast clouds
460,Hermosillo,MX,2022-05-22 23:59:17,29.0667,-110.9667,95.85,20,33,13.0,scattered clouds
461,Bubaque,GW,2022-05-23 00:01:49,11.2833,-15.8333,78.22,75,34,15.7,scattered clouds
462,Tara,RU,2022-05-23 00:01:50,56.8944,74.371,44.31,87,59,11.77,broken clouds
463,Karasburg,NA,2022-05-23 00:01:50,-28.0167,18.75,53.65,55,7,5.77,clear sky
464,Waingapu,ID,2022-05-23 00:01:50,-9.6567,120.2641,81.68,74,24,11.72,few clouds
465,Potrerillos,HN,2022-05-23 00:01:51,15.2333,-87.9667,80.67,58,68,6.26,broken clouds
466,Lucapa,AO,2022-05-23 00:02:51,-8.4192,20.7447,70.68,51,97,2.84,overcast clouds
467,Mikhaylovka,RU,2022-05-23 00:02:52,50.06,43.2379,50.79,96,95,8.28,overcast clouds
468,Hofn,IS,2022-05-23 00:02:52,64.2539,-15.2082,45.37,66,64,11.61,broken clouds
469,Hurghada,EG,2022-05-23 00:00:25,27.2574,33.8129,74.44,38,0,23.4,clear sky
470,Oum Hadjer,TD,2022-05-23 00:00:28,13.2954,19.6966,86.68,14,68,12.95,broken clouds
471,Rabo De Peixe,PT,2022-05-23 00:02:53,37.8,-25.5833,66.27,92,75,2.3,broken clouds
472,Las Vegas,US,2022-05-22 23:59:07,36.175,-115.1372,93.61,9,20,5.99,few clouds
473,Kulhudhuffushi,MV,2022-05-23 00:02:53,6.6221,73.07,83.07,78,67,17.43,broken clouds
474,Bam,IR,2022-05-23 00:02:31,29.106,58.357,73.24,13,0,9.4,clear sky
475,Lyantonde,UG,2022-05-23 00:02:54,-0.4031,31.1572,62.15,90,48,1.77,scattered clouds
476,Tecoanapa,MX,2022-05-23 00:02:54,16.5167,-98.75,83.34,66,2,7.4,clear sky
477,Dauphin,CA,2022-05-23 00:02:55,51.1494,-100.0502,57.18,54,46,12.26,scattered clouds
478,Douglas,US,2022-05-22 23:59:32,41.3,-96.167,67.39,34,0,9.22,clear sky
479,Charleville-Mezieres,FR,2022-05-23 00:02:56,49.7667,4.7167,55.54,80,88,3.85,light rain
480,Belmonte,BR,2022-05-23 00:02:56,-15.8631,-38.8828,72.0,82,24,9.17,few clouds
481,Shangqiu,CN,2022-05-23 00:02:56,34.45,115.65,77.09,29,0,6.62,clear sky
482,Kindu,CD,2022-05-23 00:02:57,-2.95,25.95,68.52,99,86,1.61,light rain
483,Mega,ET,2022-05-23 00:02:57,4.05,38.3,61.65,80,99,3.62,moderate rain
484,Jiblah,YE,2022-05-23 00:02:58,13.9216,44.1467,69.04,26,94,4.34,overcast clouds
485,Trincomalee,LK,2022-05-23 00:02:58,8.5711,81.2335,80.96,81,86,19.77,overcast clouds
486,Ballina,AU,2022-05-23 00:02:58,-28.8667,153.5667,61.79,81,61,11.65,light rain
487,Djambala,CG,2022-05-23 00:02:59,-2.5447,14.7533,68.23,90,99,4.16,light rain
488,Cangzhou,CN,2022-05-23 00:02:59,38.3167,116.8667,81.3,35,35,10.65,scattered clouds
489,Iqaluit,CA,2022-05-23 00:00:15,63.7506,-68.5145,25.7,79,94,25.01,overcast clouds
490,Nome,US,2022-05-23 00:03:00,64.5011,-165.4064,64.17,44,0,12.66,clear sky
491,Keflavik,IS,2022-05-23 00:03:01,64.0049,-22.5624,43.23,87,0,13.8,clear sky
492,Cap-Aux-Meules,CA,2022-05-23 00:03:05,47.3821,-61.8597,52.54,95,94,23.15,overcast clouds
493,Alofi,NU,2022-05-23 00:03:06,-19.0595,-169.9187,79.9,72,8,11.07,clear sky
494,Takoradi,GH,2022-05-23 00:03:06,4.8845,-1.7554,74.34,92,100,5.64,overcast clouds
495,Vredendal,ZA,2022-05-23 00:03:07,-31.6683,18.5012,53.71,69,71,0.81,broken clouds
496,Ciudad Bolivar,VE,2022-05-23 00:03:07,8.1222,-63.5497,76.19,85,100,10.11,overcast clouds
497,Providencia,MX,2022-05-23 00:03:08,28.7167,-111.5833,93.2,34,13,12.5,few clouds
498,Filotion,GR,2022-05-23 00:03:08,37.05,25.5,65.19,69,30,1.01,scattered clouds
499,Oussouye,SN,2022-05-23 00:03:09,12.485,-16.5469,74.44,75,86,9.69,overcast clouds
500,Sinnamary,GF,2022-05-23 00:03:09,5.3833,-52.95,76.91,89,97,5.35,overcast clouds
501,Meiganga,CM,2022-05-23 00:03:10,6.5167,14.3,67.64,93,100,0.94,overcast clouds
502,Berdigestyakh,RU,2022-05-23 00:03:10,62.0989,126.6992,52.81,59,15,5.23,few clouds
503,Abalak,RU,2022-05-23 00:03:10,58.1286,68.5944,39.9,91,37,6.87,scattered clouds
504,Jacareacanga,BR,2022-05-23 00:03:11,-6.2222,-57.7528,76.15,69,10,1.14,clear sky
505,Whithorn,JM,2022-05-23 00:03:11,18.2604,-78.0378,80.44,84,99,1.83,overcast clouds
506,Iowa City,US,2022-05-23 00:00:00,41.6611,-91.5302,65.75,38,30,3.0,scattered clouds
507,Rio Grande,BR,2022-05-23 00:03:12,-32.035,-52.0986,57.18,79,1,7.96,clear sky
508,Deori,IN,2022-05-23 00:04:12,21.45,82.6167,86.7,33,69,1.66,broken clouds
509,Ferkessedougou,CI,2022-05-23 00:04:13,9.6,-5.2,72.63,88,99,6.73,overcast clouds
510,Nueva Loja,EC,2022-05-23 00:04:13,0.0847,-76.8828,72.52,97,46,2.53,scattered clouds
511,Sainte-Anne-Des-Monts,CA,2022-05-23 00:04:14,49.124,-66.4924,54.84,97,85,13.4,overcast clouds
512,Massakory,TD,2022-05-23 00:04:14,12.996,15.7293,89.51,14,15,14.14,few clouds
513,Nouadhibou,MR,2022-05-23 00:04:15,20.931,-17.0347,65.68,93,0,20.87,clear sky
514,Sobolevo,RU,2022-05-23 00:04:15,54.4299,31.8996,36.82,80,9,4.59,clear sky
515,Porto-Vecchio,FR,2022-05-23 00:04:15,41.591,9.2795,65.73,94,0,3.44,clear sky
516,Salinas,US,2022-05-23 00:04:01,36.6777,-121.6555,83.21,60,0,12.66,clear sky
517,Paragominas,BR,2022-05-23 00:04:16,-2.9667,-47.4833,73.2,95,62,3.49,broken clouds
518,Poronaysk,RU,2022-05-23 00:04:16,49.2167,143.1167,43.9,91,100,2.59,overcast clouds
519,Acandi,CO,2022-05-23 00:04:17,8.5063,-77.2778,77.97,93,14,5.21,few clouds
520,Tubuala,PA,2022-05-23 00:04:17,9.5167,-79.0333,81.63,81,37,6.91,scattered clouds
521,Erkner,DE,2022-05-23 00:04:18,52.4167,13.75,54.99,87,0,6.91,clear sky
522,Mayo,US,2022-05-23 00:04:18,38.8876,-76.5119,75.4,88,40,7.0,scattered clouds
523,Pringsewu,ID,2022-05-23 00:04:18,-5.3582,104.9744,74.62,94,70,1.79,broken clouds
524,Plettenberg Bay,ZA,2022-05-23 00:04:19,-34.0527,23.3716,59.45,60,89,2.57,overcast clouds
